prime_mover,botfirty,primary_fuel_type,so2_ef,so2_flag,so2_ef_num,so2_ef_denom,unit_flag,so2_source,so2_ef_based_on,nox_ef,nox_ef_num,nox_ef_denom,nox_unit_flag,nox_source,nox_ef_based_on
GT,CT,DFO,,,,,,,,5.124,lb,barrels,PhysicalUnits,EIA Electricity Annual,
GT,null,DFO,,,,,,,,5.124,lb,barrels,PhysicalUnits,EIA Electricity Annual,
IC,null,DFO,,,,,,,,18.6396,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,DRY TANGENTIAL,DFO,6.3,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,DRY WALL,DFO,6.3,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,FLUIDIZED,DFO,5.964,S,lb,barrels,PhysicalUnits,,Other,1.008,lb,barrels,PhysicalUnits,,Other
ST,N/A,DFO,5.964,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,null,DFO,5.964,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,OTHER,DFO,5.964,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,OTHER BOILER,DFO,5.964,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,TANGENTIAL,DFO,6.3,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,WALL,DFO,6.3,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,WET TANGENTIAL,DFO,6.3,S,lb,barrels,PhysicalUnits,AP-42,,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
,null,JF,0.003021,,lb,barrels,PhysicalUnits,AP-42,assumes 600 ppm sulfur content,,,,,,
GT,CT,JF,0.003021,,lb,barrels,PhysicalUnits,AP-42,assumes 600 ppm sulfur content,4.9896,lb,barrels,PhysicalUnits,EIA Electricity Annual,
GT,null,JF,0.003021,,lb,barrels,PhysicalUnits,AP-42,assumes 600 ppm sulfur content,4.9896,lb,barrels,PhysicalUnits,EIA Electricity Annual,
IC,null,JF,0.003021,,lb,barrels,PhysicalUnits,AP-42,assumes 600 ppm sulfur content,18.144,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,null,JF,0.003021,,lb,barrels,PhysicalUnits,AP-42,JF from turbines; assumes 600 ppm sulfur content,1.008,lb,barrels,PhysicalUnits,EIA Electricity Annual,
GT,CT,KER,,,,,,,,4.9896,lb,barrels,PhysicalUnits,EIA Electricity Annual,
GT,null,KER,,,,,,,,4.9896,lb,barrels,PhysicalUnits,EIA Electricity Annual,
CA,null,LFG,,,,,,,,0.087,lb,mcf,PhysicalUnits,AP-42,
CS,null,LFG,,,,,,,,0.087,lb,mcf,PhysicalUnits,AP-42,
CT,null,LFG,,,,,,,,0.087,lb,mcf,PhysicalUnits,AP-42,
GT,null,LFG,,,,,,,,0.087,lb,mcf,PhysicalUnits,EIA Electricity Annual,
IC,null,LFG,,,,,,,,0.725,lb,mcf,PhysicalUnits,AP-42,
ST,null,LFG,0.0006,,lb,MCf,PhysicalUnits,,,0.042,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY FLUIDIZED,LIG,30,S,lb,short tons,PhysicalUnits,AP-42,,3.6,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,DRY TANGENTIAL,LIG,30,S,lb,short tons,PhysicalUnits,AP-42,,7.1,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,DRY WALL,LIG,30,S,lb,short tons,PhysicalUnits,AP-42,,6.3,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,FLUIDIZED,LIG,10,S,lb,short tons,PhysicalUnits,AP-42,,3.6,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,null,LIG,30,S,lb,short tons,PhysicalUnits,AP-42,,6.3,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,STOKER,LIG,30,S,lb,short tons,PhysicalUnits,,"Based off ST, null, LIG",6.3,lb,ton,PhysicalUnits,,"Based off ST, null, LIG"
ST,TANGENTIAL,LIG,30,S,lb,short tons,PhysicalUnits,AP-42,,7.1,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,WALL,LIG,30,S,lb,short tons,PhysicalUnits,,"Based off ST, DRY WALL, LIG",6.3,lb,ton,PhysicalUnits,,"Based off ST, DRY WALL, LIG"
ST,WET CYCLONE,LIG,30,S,lb,short tons,PhysicalUnits,AP-42,,15,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,WET FLUIDIZED,LIG,10,S,lb,short tons,PhysicalUnits,AP-42,,3.6,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,null,MSB,1.7,,lb,short tons,PhysicalUnits,,,5,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,null,MSW,1.7,,lb,short tons,PhysicalUnits,EIA Electricity Annual,,5,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,OTHER,MSW,1.7,,lb,short tons,PhysicalUnits,EIA Electricity Annual,,5,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,OTHER BOILER,MSW,1.7,,lb,short tons,PhysicalUnits,EIA Electricity Annual,,5,lb,ton,PhysicalUnits,EIA Electricity Annual,
CA,DRY DUCTBURNER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,DRY WALL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,DUCTBURNER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,OTHER BOILER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CS,DUCTBURNER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,CC,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,DUCTBURNER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,N/A,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,WALL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,CT,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,TANGENTIAL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
IC,null,NG,,,,,,,,2.768,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,CYCLONE,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY CYCLONE,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY DUCTBURNER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY STOKER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY TANGENTIAL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY VERTICAL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY WALL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DUCTBURNER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,FLUIDIZED,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,N/A,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,null,NG,,,,,,,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,OTHER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,OTHER BOILER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,STOKER,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,TANGENTIAL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,WALL,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,WET CYCLONE,NG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,null,OBG,,,,,,,,0.3136,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CS,null,OBG,,,,,,,,0.3136,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,null,OBG,,,,,,,,0.3136,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,null,OBG,,,,,,,,0.3136,lb,mcf,PhysicalUnits,EIA Electricity Annual,
IC,null,OBG,,,,,,,,2.64648,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,null,OBG,0.0006,,lb,MCf,PhysicalUnits,,,0.11283,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,null,OBL,,,,,,,,4.7166,lb,barrels,PhysicalUnits,EIA Electricity Annual,
IC,null,OBL,,,,,,,,17.1486,lb,barrels,PhysicalUnits,EIA Electricity Annual,
ST,null,OBS,,,,,,,,2,lb,ton,PhysicalUnits,EIA Electricity Annual,
ST,STOKER,OBS,,,,,,,,2,lb,ton,PhysicalUnits,EIA Electricity Annual,
,null,OG,0.0006,,lb,MCf,PhysicalUnits,AP-42,NG,,,,,,
CA,DUCTBURNER,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,null,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,WALL,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,CT,OG,0.0006,,lb,MCf,PhysicalUnits,AP-42,NG,0.26382,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,null,OG,0.0006,,lb,MCf,PhysicalUnits,AP-42,NG,0.26382,lb,mcf,PhysicalUnits,EIA Electricity Annual,
IC,null,OG,,,,,,,,2.22641,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,CYCLONE,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY DUCTBURNER,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY TANGENTIAL,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY WALL,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DUCTBURNER,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,N/A,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,null,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,OTHER,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,TANGENTIAL,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,WALL,OG,0.0006,,lb,Mcf,PhysicalUnits,AP-42,NG,0.15282,lb,mcf,PhysicalUnits,EIA Electricity Annual,
,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,,,,,,
,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,,,,,,
CA,DRY DUCTBURNER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,DRY WALL,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,DRY WALL,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,DUCTBURNER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,DUCTBURNER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CA,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CS,DUCTBURNER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CS,DUCTBURNER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CS,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CS,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,CC,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,DUCTBURNER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,DUCTBURNER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,N/A,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,N/A,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
CT,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,CT,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,TANGENTIAL,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
GT,TANGENTIAL,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
IC,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,2.768,lb,mcf,PhysicalUnits,EIA Electricity Annual,
IC,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,2.768,lb,mcf,PhysicalUnits,EIA Electricity Annual,
OT,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
OT,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.328,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,CYCLONE,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY CYCLONE,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY DUCTBURNER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY STOKER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY STOKER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY TANGENTIAL,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY TANGENTIAL,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY VERTICAL,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY VERTICAL,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY WALL,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DRY WALL,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DUCTBURNER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,DUCTBURNER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,FLUIDIZED,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,FLUIDIZED,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,N/A,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,N/A,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,null,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,null,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,OTHER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,OTHER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,OTHER BOILER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,OTHER BOILER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,STOKER,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,STOKER,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,TANGENTIAL,OTH,2.8,,lb,ton,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,TANGENTIAL,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.17,lb,mcf,PhysicalUnits,EIA Electricity Annual,
ST,WALL,OTH,0.0006,,lb,Mcf,PhysicalUnits,AP-42,,0.28,lb,mcf,PhysicalUnits,EIA Electricity Annual,
